MONTH,WEEKOFMONTH,DAYOFWEEK,MAKE,ACCIDENTAREA,DAYOFWEEKCLAIMED,MONTHCLAIMED,WEEKOFMONTHCLAIMED,SEX,MARITALSTATUS,AGE,FAULT,POLICYTYPE,VEHICLECATEGORY,VEHICLEPRICE,REPNUMBER,DEDUCTIBLE,DRIVERRATING,DAYS_POLICY_ACCIDENT,DAYS_POLICY_CLAIM,PASTNUMBEROFCLAIMS,AGEOFVEHICLE,AGEOFPOLICYHOLDER,POLICEREPORTFILED,WITNESSPRESENT,AGENTTYPE,NUMBEROFSUPPLIMENTS,ADDRESSCHANGE_CLAIM,NUMBEROFCARS,YEAR,BASEPOLICY,FRAUDFOUND
Feb,4,Saturday,Toyota,Urban,Monday,Mar,4,Male,Married,51,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,13,400,4,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Mar,1,Tuesday,Pontiac,Urban,Tuesday,Mar,1,Female,Married,27,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Mar,3,Wednesday,Chevrolet,Urban,Wednesday,Mar,3,Male,Married,47,Third_Party,Utility-Liability,Utility,more_than_69000,9,400,4,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Jun,2,Thursday,Toyota,Urban,Thursday,Jun,3,Male,Married,64,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,4,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Feb,1,Thursday,Accura,Urban,Thursday,Feb,1,Male,Married,39,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,9,400,1,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Feb,1,Thursday,Saturn,Urban,Tuesday,Feb,2,Male,Married,69,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,7,400,4,more_than_30,more_than_30,none,more_than_7,over_65,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Feb,1,Sunday,Ford,Urban,Tuesday,Feb,2,Male,Married,53,Third_Party,Sedan-All_Perils,Sedan,less_than_20000,6,400,3,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
Feb,1,Sunday,Honda,Urban,Thursday,Feb,2,Male,Married,58,Third_Party,Sedan-Collision,Sedan,20000_to_29000,5,400,2,more_than_30,more_than_30,none,more_than_7,51_to_65,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Jan,5,Friday,Saab,Urban,Friday,Feb,2,Female,Married,33,Third_Party,Sedan-Collision,Sedan,more_than_69000,12,400,1,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jan,4,Saturday,Chevrolet,Urban,Friday,Jan,5,Male,Married,39,Third_Party,Sedan-All_Perils,Sedan,more_than_69000,11,400,3,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Jan,1,Saturday,Toyota,Rural,Thursday,Jan,3,Male,Married,48,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,14,500,1,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,3_to_5,2_to_3_years,1-vehicle,1995,All_Perils,No
Feb,3,Saturday,Mazda,Urban,Monday,Feb,3,Male,Married,35,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,8,400,4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Mar,5,Thursday,Chevrolet,Urban,Friday,Mar,5,Male,Married,52,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,13,400,2,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Feb,4,Saturday,Ford,Urban,Tuesday,Mar,1,Male,Married,54,Third_Party,Sedan-Collision,Sedan,40000_to_59000,16,400,1,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Mar,1,Thursday,Toyota,Urban,Thursday,Mar,1,Male,Married,32,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,Collision,No
Nov,4,Thursday,Toyota,Urban,Friday,Nov,4,Male,Married,52,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,7,400,3,more_than_30,more_than_30,1,more_than_7,41_to_50,Yes,No,External,1_to_2,no_change,1-vehicle,1996,All_Perils,No
Dec,4,Saturday,VW,Urban,Tuesday,Dec,4,Male,Married,40,Policy_Holder,Sedan-Liability,Sport,40000_to_59000,1,400,3,more_than_30,more_than_30,more_than_4,more_than_7,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Jan,3,Tuesday,Mazda,Urban,Wednesday,Jan,3,Male,Single,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,3,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1996,Collision,No
Jun,2,Monday,Toyota,Rural,Monday,Jun,2,Male,Married,32,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,10,400,2,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Oct,4,Saturday,Dodge,Urban,Friday,Nov,1,Male,Married,47,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,1,400,1,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Dec,4,Thursday,Accura,Urban,Thursday,Jan,2,Male,Married,67,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,4,400,4,more_than_30,more_than_30,1,more_than_7,over_65,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Dec,4,Thursday,Ford,Urban,Thursday,Dec,5,Male,Married,38,Policy_Holder,Sedan-All_Perils,Sedan,40000_to_59000,6,400,3,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Feb,5,Tuesday,Toyota,Urban,Wednesday,Mar,1,Female,Married,33,Third_Party,Sedan-Collision,Sedan,20000_to_29000,10,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Apr,1,Sunday,Pontiac,Urban,Thursday,Apr,1,Male,Single,35,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,15,400,2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Apr,2,Thursday,Chevrolet,Urban,Tuesday,Apr,3,Male,Single,18,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,16,400,1,more_than_30,more_than_30,none,3_years,21_to_25,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Apr,2,Wednesday,Toyota,Urban,Wednesday,Apr,3,Female,Married,35,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,5,400,1,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,All_Perils,No
Oct,3,Monday,VW,Urban,Wednesday,Oct,3,Male,Married,47,Policy_Holder,Sedan-Liability,Sport,more_than_69000,10,400,2,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,more_than_5,4_to_8_years,2-vehicles,1996,Liability,No
Sep,1,Monday,Ford,Urban,Sunday,Sep,2,Female,Single,28,Third_Party,Sedan-All_Perils,Sedan,40000_to_59000,4,400,1,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Apr,2,Tuesday,Toyota,Urban,Wednesday,Apr,3,Male,Married,33,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,10,400,1,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Jul,3,Tuesday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,40,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,1,400,2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Oct,2,Monday,Pontiac,Urban,Tuesday,Oct,2,Male,Single,22,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,16,400,4,more_than_30,more_than_30,none,5_years,26_to_30,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Sep,4,Thursday,Honda,Urban,Monday,Sep,4,Male,Single,25,Third_Party,Sedan-Collision,Sedan,20000_to_29000,5,400,3,more_than_30,more_than_30,1,5_years,26_to_30,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Jul,4,Wednesday,Pontiac,Urban,Wednesday,Aug,1,Male,Single,43,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,14,400,1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Oct,2,Wednesday,Honda,Urban,Thursday,Oct,4,Female,Single,19,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,3,more_than_30,more_than_30,none,2_years,21_to_25,Yes,No,External,none,no_change,1-vehicle,1995,Collision,No
Nov,1,Saturday,Mazda,Urban,Friday,Feb,4,Male,Married,54,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,13,400,3,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Dec,5,Wednesday,Honda,Urban,Friday,Jan,2,Male,Single,29,Third_Party,Sedan-Collision,Sedan,20000_to_29000,4,400,2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Dec,5,Wednesday,Accura,Urban,Tuesday,Jan,1,Male,Married,46,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,10,400,2,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Sep,1,Saturday,VW,Rural,Monday,Sep,1,Male,Single,26,Third_Party,Sedan-Liability,Sport,40000_to_59000,14,400,1,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
May,4,Monday,Pontiac,Urban,Monday,May,5,Male,Married,46,Third_Party,Sedan-Collision,Sedan,30000_to_39000,13,400,3,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Mar,5,Tuesday,Pontiac,Urban,Thursday,Apr,2,Male,Married,33,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,9,400,1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Nov,1,Monday,Toyota,Urban,Monday,Nov,1,Male,Married,33,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,3_to_4,1995,Collision,No
Apr,4,Thursday,Pontiac,Urban,Monday,May,2,Male,Married,30,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,2,400,2,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Apr,3,Monday,Honda,Urban,Monday,Apr,3,Male,Married,38,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,5,400,1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jun,2,Friday,Pontiac,Urban,Friday,Jun,3,Male,Married,58,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,11,400,4,more_than_30,more_than_30,none,more_than_7,51_to_65,No,No,External,more_than_5,4_to_8_years,2-vehicles,1995,Collision,No
Nov,5,Monday,Chevrolet,Urban,Monday,Dec,2,Male,Married,39,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,16,400,1,more_than_30,more_than_30,1,7_years,36_to_40,Yes,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Mar,2,Tuesday,Pontiac,Urban,Tuesday,Mar,2,Male,Married,75,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,2,more_than_30,more_than_30,2_to_4,more_than_7,over_65,No,No,External,none,4_to_8_years,2-vehicles,1995,Collision,No
Apr,1,Saturday,Pontiac,Urban,Thursday,Apr,3,Female,Married,45,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,11,400,1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
May,2,Tuesday,Accura,Urban,Tuesday,May,3,Male,Single,32,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,7,400,3,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jun,5,Thursday,Honda,Rural,Thursday,Jun,5,Male,Married,53,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,1,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Sep,3,Wednesday,Chevrolet,Rural,Thursday,Sep,3,Male,Single,45,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,10,400,1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Oct,1,Tuesday,Pontiac,Urban,Tuesday,Oct,1,Male,Married,30,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,4,400,2,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Oct,5,Saturday,Mazda,Urban,Thursday,Nov,1,Male,Single,33,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,7,500,4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,3_to_5,2_to_3_years,1-vehicle,1995,Liability,No
Feb,4,Friday,VW,Urban,Wednesday,Mar,1,Female,Single,47,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,11,400,4,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Feb,4,Thursday,Honda,Urban,Monday,Feb,4,Male,Married,38,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,11,400,2,more_than_30,more_than_30,1,more_than_7,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1996,All_Perils,No
Feb,3,Wednesday,Mazda,Urban,Wednesday,Mar,1,Male,Single,30,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,4,400,3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Feb,2,Wednesday,Toyota,Urban,Thursday,Feb,4,Male,Married,60,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,8,400,2,more_than_30,more_than_30,1,7_years,51_to_65,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Feb,1,Wednesday,Toyota,Urban,Friday,Feb,4,Male,Married,55,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,3,400,3,more_than_30,more_than_30,none,7_years,41_to_50,Yes,No,External,1_to_2,no_change,1-vehicle,1996,Collision,No
Jan,5,Monday,Honda,Urban,Monday,Jan,5,Male,Married,43,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,4,500,2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,2_to_3_years,2-vehicles,1996,Liability,No
Jan,5,Saturday,Toyota,Urban,Thursday,Feb,1,Male,Married,33,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,7,400,3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1996,Liability,No
Sep,2,Monday,Honda,Urban,Thursday,Sep,4,Male,Single,34,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,14,400,3,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Jul,3,Saturday,Toyota,Urban,Monday,Jul,3,Female,Married,31,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,15,400,2,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Nov,5,Thursday,Honda,Urban,Friday,Dec,1,Male,Married,41,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,2,more_than_30,more_than_30,none,6_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1996,Collision,No
Jul,4,Monday,Chevrolet,Urban,Tuesday,Jul,4,Male,Married,30,Third_Party,Sedan-Collision,Sedan,more_than_69000,6,400,3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Mar,5,Monday,Honda,Urban,Thursday,Apr,2,Male,Married,55,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,3,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Sep,3,Thursday,Pontiac,Rural,Monday,Oct,1,Male,Married,47,Third_Party,Sedan-Collision,Sedan,20000_to_29000,6,400,3,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1996,Collision,No
Jan,2,Wednesday,Pontiac,Urban,Friday,Jan,3,Male,Single,35,Third_Party,Sedan-Collision,Sedan,20000_to_29000,8,400,3,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Jan,4,Monday,Chevrolet,Urban,Tuesday,Jan,4,Male,Single,26,Policy_Holder,Sedan-Liability,Sport,more_than_69000,2,400,3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Jan,5,Sunday,Chevrolet,Urban,Monday,Jan,5,Male,Married,47,Third_Party,Sedan-Liability,Sport,30000_to_39000,3,400,3,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Feb,1,Tuesday,Honda,Rural,Thursday,Feb,1,Female,Single,35,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Jan,5,Monday,Pontiac,Urban,Monday,Jan,5,Male,Married,42,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,14,400,2,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Jun,3,Thursday,Toyota,Urban,Saturday,Jun,3,Female,Married,55,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,7,400,4,more_than_30,more_than_30,2_to_4,6_years,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
Jun,4,Monday,Toyota,Urban,Monday,Jul,1,Male,Married,43,Third_Party,Sedan-Collision,Sedan,more_than_69000,9,400,2,more_than_30,more_than_30,1,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jul,1,Saturday,Honda,Urban,Monday,Jul,1,Male,Married,44,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,12,400,3,more_than_30,more_than_30,more_than_4,4_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Oct,5,Tuesday,Pontiac,Urban,Friday,Nov,1,Male,Married,27,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,13,400,4,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Jul,5,Monday,Chevrolet,Urban,Tuesday,Aug,1,Female,Married,30,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,15,400,2,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jul,1,Wednesday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,13,400,1,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jun,4,Friday,Mazda,Urban,Friday,Jun,4,Male,Married,55,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,7,400,4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Jun,1,Monday,Toyota,Urban,Wednesday,Jun,2,Male,Married,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,1,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
May,3,Wednesday,Honda,Urban,Friday,Jul,3,Female,Single,48,Policy_Holder,Sport-Collision,Sport,more_than_69000,10,400,2,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Feb,1,Friday,Honda,Urban,Monday,Feb,1,Male,Single,32,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,8,400,3,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Feb,4,Saturday,Toyota,Urban,Friday,Mar,1,Female,Married,60,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,3,more_than_30,more_than_30,none,more_than_7,51_to_65,No,No,Internal,3_to_5,no_change,1-vehicle,1995,Collision,No
Feb,5,Tuesday,Mazda,Urban,Wednesday,Mar,1,Male,Married,41,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,5,400,4,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,4_to_8_years,2-vehicles,1995,Liability,No
Mar,1,Thursday,Honda,Urban,Thursday,Mar,1,Male,Single,29,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Mar,1,Thursday,Saturn,Urban,Tuesday,Mar,3,Male,Married,37,Policy_Holder,Sedan-Collision,Sedan,40000_to_59000,2,400,2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Oct,2,Tuesday,Chevrolet,Urban,Tuesday,Oct,2,Male,Single,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,16,400,4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Sep,4,Wednesday,Pontiac,Urban,Tuesday,Sep,4,Male,Married,47,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,4,400,4,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Aug,2,Thursday,Toyota,Rural,Friday,Aug,2,Male,Single,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Apr,4,Thursday,Honda,Urban,Monday,Apr,4,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,9,400,3,more_than_30,more_than_30,more_than_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Apr,4,Tuesday,Pontiac,Urban,Wednesday,Apr,4,Male,Married,53,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,16,400,1,more_than_30,more_than_30,more_than_4,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Nov,1,Wednesday,Pontiac,Urban,Tuesday,Nov,2,Male,Married,80,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,16,400,2,more_than_30,more_than_30,2_to_4,more_than_7,over_65,No,No,External,1_to_2,no_change,1-vehicle,1996,Liability,No
Jul,5,Saturday,Honda,Urban,Wednesday,Aug,2,Male,Married,29,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,7,400,3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,All_Perils,No
Jun,3,Monday,Toyota,Urban,Tuesday,Jun,4,Male,Married,46,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,3,400,2,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Jan,4,Thursday,Toyota,Urban,Thursday,Jan,4,Male,Married,45,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,3,400,3,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Oct,3,Wednesday,Pontiac,Rural,Thursday,Nov,1,Male,Married,47,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,9,400,3,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1996,All_Perils,No
